BLS_YEAR;NUM_PART;SIGLA_PARTIDO;NOME_PARTIDO;IDEOLOGY;IDEO_IMPUTED;CRITERIA;ANO_ELEICAO
1997;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.585902967;-0.585902967;MP;1996
1997;25;PFL;PARTIDO DA FRENTE LIBERAL;0.802448272;0.802448272;MP;1996
1997;26;PAN;PARTIDO DOS APOSENTADOS DA NACAO;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTAO;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;29;PCO;PARTIDO DA CAUSA OPERARIA;NA;-0.941994211;HL;1996
1997;30;PGT;PARTIDO GERAL DOS TRABALHADORES;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;31;PSN;PARTIDO SOLIDARISTA NACIONAL;NA;-0.577956614;AVERAGE PDT + PSB;1996
1997;33;PMN;PARTIDO DA MOBILIZACAO NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;36;PRN;PARTIDO DA RECONSTRUCAO NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.638115183;-0.638115183;MP;1996
1997;41;PSD;PARTIDO SOCIAL DEMOCRATICO;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;43;PV;PARTIDO VERDE;NA;-0.577956614;AVERAGE PDT + PSB;1996
1997;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.179006242;0.179006242;MP;1996
1997;56;PRONA;PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;-0.941994211;-0.941994211;MP;1996
1997;70;PT DO B;PARTIDO TRABALHISTA DO BRASIL;NA;0.6143010825;AVERAGE PTB + PL/PR;1996
1997;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;0.864570472;0.864570472;MP;1998
1997;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.517798045;-0.517798045;MP;1998
1997;13;PT;PARTIDO DOS TRABALHADORES;-0.856681662;-0.856681662;MP;1998
1997;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.58668474;0.58668474;MP;1998
1997;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.083317546;0.083317546;MP;1998
1997;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.941994211;HL;1998
1997;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;18;PST;PARTIDO SOCIAL TRABALHISTA;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.941994211;HL;1998
1997;22;PL;PARTIDO LIBERAL;0.641917425;0.641917425;MP;1998
1997;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.585902967;-0.585902967;MP;1998
1997;25;PFL;PARTIDO DA FRENTE LIBERAL;0.802448272;0.802448272;MP;1998
1997;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.941994211;HL;1998
1997;30;PGT;PARTIDO GERAL DOS TRABALHADORES;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;31;PSN;PARTIDO DA SOLIDARIEDADE NACIONAL;NA;-0.577956614;AVERAGE PDT + PSB;1998
1997;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;36;PRN;PARTIDO DA RECONSTRUÇÃO NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.638115183;-0.638115183;MP;1998
1997;41;PSD;PARTIDO SOCIAL DEMOCRÁTICO;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;43;PV;PARTIDO VERDE;NA;-0.577956614;AVERAGE PDT + PSB;1998
1997;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.179006242;0.179006242;MP;1998
1997;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
1997;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.941994211;-0.941994211;MP;1998
1997;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.6143010825;AVERAGE PTB + PL/PR;1998
2001;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;0.808287389;0.808287389;MP;2000
2001;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.45997374;-0.45997374;MP;2000
2001;13;PT;PARTIDO DOS TRABALHADORES;-0.75947284;-0.75947284;MP;2000
2001;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.483137751;0.483137751;MP;2000
2001;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.182166567;0.182166567;MP;2000
2001;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.864975939;HL;2000
2001;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;18;PST;PARTIDO SOCIAL TRABALHISTA;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.864975939;HL;2000
2001;22;PL;PARTIDO LIBERAL;0.44515517;0.44515517;MP;2000
2001;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.372580823;-0.372580823;MP;2000
2001;25;PFL;PARTIDO DA FRENTE LIBERAL;0.735391816;0.735391816;MP;2000
2001;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.864975939;HL;2000
2001;30;PGT;PARTIDO GERAL DOS TRABALHADORES;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.529548127;AVERAGE PDT + PSB;2000
2001;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;36;PRN;PARTIDO DA RECONSTRUÇÃO NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.599122514;-0.599122514;MP;2000
2001;41;PSD;PARTIDO SOCIAL DEMOCRÁTICO;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;43;PV;PARTIDO VERDE;NA;-0.529548127;AVERAGE PDT + PSB;2000
2001;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.209888831;0.209888831;MP;2000
2001;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.864975939;-0.864975939;MP;2000
2001;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.4641464605;AVERAGE PTB + PL/PR;2000
2001;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;0.808287389;0.808287389;MP;2002
2001;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.45997374;-0.45997374;MP;2002
2001;13;PT;PARTIDO DOS TRABALHADORES;-0.75947284;-0.75947284;MP;2002
2001;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.483137751;0.483137751;MP;2002
2001;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.182166567;0.182166567;MP;2002
2001;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.864975939;HL;2002
2001;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;18;PST;PARTIDO SOCIAL TRABALHISTA;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.864975939;HL;2002
2001;22;PL;PARTIDO LIBERAL;0.44515517;0.44515517;MP;2002
2001;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.372580823;-0.372580823;MP;2002
2001;25;PFL;PARTIDO DA FRENTE LIBERAL;0.735391816;0.735391816;MP;2002
2001;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.864975939;HL;2002
2001;30;PGT;PARTIDO GERAL DOS TRABALHADORES;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;31;PHS;PARTIDO DA HUMANISTA DA SOLIDARIEDADE;NA;-0.529548127;AVERAGE PDT + PSB;2002
2001;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.599122514;-0.599122514;MP;2002
2001;41;PSD;PARTIDO SOCIAL DEMOCRÁTICO;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;43;PV;PARTIDO VERDE;NA;-0.529548127;AVERAGE PDT + PSB;2002
2001;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.209888831;0.209888831;MP;2002
2001;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2001;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.864975939;-0.864975939;MP;2002
2001;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.4641464605;AVERAGE PTB + PL/PR;2002
2005;11;PP;PARTIDO PROGRESSISTA;0.689904436;0.689904436;MP;2004
2005;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.317998853;-0.317998853;MP;2004
2005;13;PT;PARTIDO DOS TRABALHADORES;-0.486839817;-0.486839817;MP;2004
2005;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.396644584;0.396644584;MP;2004
2005;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.138835445;0.138835445;MP;2004
2005;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.705204067;HL;2004
2005;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.705204067;HL;2004
2005;22;PL;PARTIDO LIBERAL;0.439677762;0.439677762;MP;2004
2005;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.373264351;-0.373264351;MP;2004
2005;25;PFL;PARTIDO DA FRENTE LIBERAL;0.681829994;0.681829994;MP;2004
2005;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.705204067;HL;2004
2005;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.4100733545;AVERAGE PDT + PSB;2004
2005;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.502147856;-0.502147856;MP;2004
2005;43;PV;PARTIDO VERDE;NA;-0.4100733545;AVERAGE PDT + PSB;2004
2005;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.168920765;0.168920765;MP;2004
2005;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.705204067;-0.705204067;MP;2004
2005;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.418161173;AVERAGE PTB + PL/PR;2004
2005;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;NA;0.396644584;AVERAGE PTB + PL/PR;2006
2005;11;PP;PARTIDO PROGRESSISTA;0.689904436;0.689904436;MP;2006
2005;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.317998853;-0.317998853;MP;2006
2005;13;PT;PARTIDO DOS TRABALHADORES;-0.486839817;-0.486839817;MP;2006
2005;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.396644584;0.396644584;MP;2006
2005;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.138835445;0.138835445;MP;2006
2005;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.705204067;HL;2006
2005;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.705204067;HL;2006
2005;22;PL;PARTIDO LIBERAL;0.439677762;0.439677762;MP;2006
2005;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.373264351;-0.373264351;MP;2006
2005;25;PFL;PARTIDO DA FRENTE LIBERAL;0.681829994;0.681829994;MP;2006
2005;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.705204067;HL;2006
2005;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.4100733545;AVERAGE PDT + PSB;2006
2005;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.502147856;-0.502147856;MP;2006
2005;43;PV;PARTIDO VERDE;NA;-0.4100733545;AVERAGE PDT + PSB;2006
2005;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.168920765;0.168920765;MP;2006
2005;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;NA;-0.705204067;HL;2006
2005;56;PRONA;PARTIDO DE REEDIFICAÇÃO DA ORDEM NACIONAL;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2005;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.705204067;-0.705204067;MP;2006
2005;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.418161173;AVERAGE PTB + PL/PR;2006
2009;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;11;PP;PARTIDO PROGRESSISTA;0.57280889;0.57280889;MP;2008
2009;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.334799621;-0.334799621;MP;2008
2009;13;PT;PARTIDO DOS TRABALHADORES;-0.49690266;-0.49690266;MP;2008
2009;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.318752198;0.318752198;MP;2008
2009;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.097551655;0.097551655;MP;2008
2009;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.921953359;HL;2008
2009;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.921953359;HL;2008
2009;22;PR;PARTIDO DA REPÚBLICA;0.369651403;0.369651403;MP;2008
2009;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.149681215;-0.149681215;MP;2008
2009;25;DEM;DEMOCRATAS;0.682198983;0.682198983;MP;2008
2009;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.921953359;HL;2008
2009;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.3929142015;AVERAGE PDT + PSB;2008
2009;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.451028782;-0.451028782;MP;2008
2009;43;PV;PARTIDO VERDE;-0.22317419;-0.22317419;MP;2008
2009;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.129376533;0.129376533;MP;2008
2009;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;-0.921953359;-0.921953359;MP;2008
2009;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.696227569;-0.696227569;MP;2008
2009;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.3442018005;AVERAGE PTB + PL/PR;2008
2009;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;11;PP;PARTIDO PROGRESSISTA;0.57280889;0.57280889;MP;2010
2009;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.334799621;-0.334799621;MP;2010
2009;13;PT;PARTIDO DOS TRABALHADORES;-0.49690266;-0.49690266;MP;2010
2009;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.318752198;0.318752198;MP;2010
2009;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.097551655;0.097551655;MP;2010
2009;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.921953359;HL;2010
2009;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.921953359;HL;2010
2009;22;PR;PARTIDO DA REPÚBLICA;0.369651403;0.369651403;MP;2010
2009;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.149681215;-0.149681215;MP;2010
2009;25;DEM;DEMOCRATAS;0.682198983;0.682198983;MP;2010
2009;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.921953359;HL;2010
2009;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.3929142015;AVERAGE PDT + PSB;2010
2009;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2009;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.451028782;-0.451028782;MP;2010
2009;43;PV;PARTIDO VERDE;-0.22317419;-0.22317419;MP;2010
