Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
Prefeito,BA,CANDEAL,PPB,11,ANTONIO TADEU CORDEIRO DE LIMA,"2,883",Eleito,52.285,(sem coligação)
Prefeito,BA,CONDEUBA,PFL,25,MARCOLINO GONSALVES DA SILVA NETO,"4,806",Eleito,51.09,(sem coligação)
Prefeito,BA,CORDEIROS,PFL,25,LINDOLFO RIBEIRO DA SILVA,"3,352",Eleito,80.693,(sem coligação)
Prefeito,BA,COTEGIPE,PFL,25,SOLANGE SILVEIRA PASSOS CRISOSTOMO,"2,863",Eleito,49.8,(sem coligação)
Prefeito,BA,CASTRO ALVES,PPB,11,GERALDO CAMPOS DE MOURA,"6,648",Eleito,50.733,(sem coligação)
Prefeito,BA,CANUDOS,PSDB,45,JOAO RIBEIRO GAMA,"3,145",Eleito,50.288,(sem coligação)
Prefeito,BA,CAPELA DO ALTO ALEGRE,PPB,11,OSVALDO FERNANDES DE ARAUJO,"3,479",Eleito,59.399,(sem coligação)
Prefeito,BA,CENTRAL,PFL,25,GENARIO MARTINS DE ALMEIDA,"4,428",Eleito,49.842,(sem coligação)
Prefeito,BA,COARACI,PMDB,15,JOAQUIM ALMEIDA TORQUATO,"5,750",Eleito,49.905,(sem coligação)
Prefeito,BA,CONCEICAO DO ALMEIDA,PL,22,LUCIA BORGES CONI,"3,283",Eleito,59.292,(sem coligação)
Prefeito,BA,CAMPO ALEGRE DE LOURDES,PL,22,LEVI RODRIGUES DIAS,"6,965",Eleito,60.724,(sem coligação)
Prefeito,BA,CANARANA,PL,22,ERACLIO DE SOUZA SANTOS,"5,183",Eleito,53.928,(sem coligação)
Prefeito,BA,CANAVIEIRAS,PTB,14,ANTONIO ALMIR SANTANA MELO,"4,920",Eleito,36.439,(sem coligação)
Prefeito,BA,CANDEIAS,PPB,11,ANTONIA MAGALHAES DA CRUZ,"13,135",Eleito,51.018,(sem coligação)
Prefeito,BA,CONCEICAO DO JACUIPE,PV,43,TANIA MARLI RIBEIRO YOSHIDA,"5,027",Eleito,40.248,(sem coligação)
Prefeito,BA,CONTENDAS DO SINCORA,PFL,25,LOURIVAL DOS SANTOS SILVA,"1,552",Eleito,50.752,(sem coligação)
Prefeito,BA,CORIBE,PFL,25,JOSE ALVES FERREIRA,"4,169",Eleito,55.153,(sem coligação)
Prefeito,BA,CRAVOLANDIA,PMDB,15,MANOELITO PASSOS ARAUJO,"2,130",Eleito,62.555,(sem coligação)
Prefeito,BA,ENTRE RIOS,PFL,25,RAUL MALBOUISSON MELLO,"7,642",Eleito,51.216,(sem coligação)
Prefeito,BA,CRUZ DAS ALMAS,PTB,14,RAIMUNDO JEAN CAVALCANTE SILVA,"10,469",Eleito,47.948,(sem coligação)
Prefeito,BA,DIAS D AVILA,PFL,25,AMERICO MAIA PEREIRA RODRIGUES,"10,450",Eleito,69.574,(sem coligação)
Prefeito,BA,DOM MACEDO COSTA,PPB,11,EDVALDO CALDAS DE ANDRADE,"1,833",Eleito,50.691,(sem coligação)
Prefeito,BA,CONCEICAO DO COITE,PPB,11,EWERTON RIOS DARAUJO FILHO,"15,736",Eleito,57.891,(sem coligação)
Prefeito,BA,FLORESTA AZUL,PFL,25,RAIMUNDO SILVA CARDOSO,"3,303",Eleito,50.497,(sem coligação)
Prefeito,BA,FEIRA DA MATA,PSDB,45,ELIAS PEREIRA DE SOUZA FILHO,"1,621",Eleito,53.481,(sem coligação)
Prefeito,BA,CANDIBA,PFL,25,REGINALDO MARTINS PRADO,"5,229",Eleito,65.11,(sem coligação)
Prefeito,BA,GENTIO DO OURO,PSDB,45,EDMUNDO PEREIRA BASTOS,"2,445",Eleito,49.165,(sem coligação)
Prefeito,BA,GOVERNADOR LOMANTO JUNIOR,PSC,20,FABIO ALBERGARIA NUNES PITANGA,"1,618",Eleito,43.908,(sem coligação)
Prefeito,BA,GUARATINGA,PPS,23,MANOEL PORTO MARTINS,"3,274",Eleito,34.682,(sem coligação)
Prefeito,BA,HELIOPOLIS,PSB,40,AROALDO BARBOSA DE ANDRADE,"3,124",Eleito,51.146,(sem coligação)
Prefeito,BA,DARIO MEIRA,PL,22,CARLOS OLYMPIO PINTO DE AZEVEDO NETO,"1,153",Eleito,26.839,(sem coligação)
Prefeito,BA,ENCRUZILHADA,PTB,14,ANTONIO COSME SILVA,"5,041",Eleito,62.043,(sem coligação)
Prefeito,BA,IBIPEBA,PDT,12,JOVINO SOARES BARRETO,"4,680",Eleito,55.794,(sem coligação)
Prefeito,BA,EUCLIDES DA CUNHA,PFL,25,ATAYDE JOSE DA SILVA,"11,858",Eleito,52.1,(sem coligação)
Prefeito,BA,FORMOSA DO RIO PRETO,PFL,25,PEDRO GUEDES FILHO,"3,938",Eleito,55.17,(sem coligação)
Prefeito,BA,GLORIA,PFL,25,TERTULIANO PEDRO LISBOA,"3,696",Eleito,56.393,(sem coligação)
Prefeito,BA,GOVERNADOR MANGABEIRA,PPB,11,ANATELIS FERREIRA DE ALMEIDA,"4,685",Eleito,60.242,(sem coligação)
Prefeito,BA,IACU,PFL,25,MAURILO JOSE RAMOS SOBRINHO,"5,300",Eleito,49.348,(sem coligação)
Prefeito,BA,CURACA,PSDB,45,SALVADOR LOPES GONSALVES,"5,740",Eleito,51.264,(sem coligação)
Prefeito,BA,ELISIO MEDRADO,PMDB,15,DOMINGOS ALMEIDA PEIXOTO,"2,700",Eleito,53.402,(sem coligação)
Prefeito,BA,CRISTOPOLIS,PFL,25,JAIR PAIVA DE MIRANDA,"4,119",Eleito,56.487,(sem coligação)
Prefeito,BA,EUNAPOLIS,PMDB,15,PAULO ERNESTO RIBEIRO DA SILVA,"11,093",Eleito,37.982,(sem coligação)
Prefeito,BA,FATIMA,PFL,25,EDUARDO PIRES DE ANDRADE,"4,122",Eleito,55.778,(sem coligação)
Prefeito,BA,FILADELFIA,PL,22,LOURIVALDO PEREIRA MAIA,"3,870",Eleito,56.291,(sem coligação)
Prefeito,BA,GANDU,PMDB,15,ANTONIO CARLOS FARIAS NUNES,"7,277",Eleito,55.55,(sem coligação)
Prefeito,BA,GUAJERU,PL,22,DOTINO SOUZA COSTA,"1,750",Eleito,51.699,(sem coligação)
Prefeito,BA,IBIASSUCE,PFL,25,EDNO MESSIAS BRITO DE ANDRADE,"2,880",Eleito,62.69,(sem coligação)
Prefeito,BA,IBICOARA,PFL,25,ARNALDO SILVA PIRES,"2,375",Eleito,51.042,(sem coligação)
Prefeito,BA,ESPLANADA,PFL,25,FERNANDO GRISI,"4,140",Eleito,37.531,(sem coligação)
Prefeito,BA,DOM BASILIO,PSC,20,LUCIANO PEREIRA SILVA,"3,140",Eleito,54.58,(sem coligação)
Prefeito,BA,GONGOGI,PFL,25,ROQUE ROCHA MONTEIRO,"1,395",Eleito,36.875,(sem coligação)
Prefeito,BA,FIRMINO ALVES,PL,22,VAILSON DA SILVA CUNHA,"2,100",Eleito,77.922,(sem coligação)
Prefeito,BA,GAVIAO,PMN,33,HUMBERTO JOSE VIEIRA,"1,617",Eleito,50.913,(sem coligação)
Prefeito,BA,GUANAMBI,PTB,14,SIZALTINA RODRIGUES DONATO,"14,459",Eleito,47.508,(sem coligação)
Prefeito,BA,IBICARAI,PSDB,45,ASTOR JOSE MAURO RIBEIRO,"6,141",Eleito,44.649,(sem coligação)
Prefeito,BA,IBICUI,PSL,17,JEDIAEL VEIGA MORAIS,"3,757",Eleito,50.087,(sem coligação)
Prefeito,BA,IBITITA,PTB,14,DOMINGOS MOITINHO DOURADO,"3,862",Eleito,41.652,(sem coligação)
Prefeito,BA,ITAETE,PDT,12,LEONIDIO SOUZA DAMASCENO FILHO,"3,387",Eleito,63.037,(sem coligação)
Prefeito,BA,ITAMARAJU,PT,13,DILSON BATISTA SANTIAGO,"12,054",Eleito,46.476,(sem coligação)
Prefeito,BA,ITAMARI,PL,22,ANTONIO LEANDRO DE MATOS,"2,038",Eleito,50.659,(sem coligação)
Prefeito,BA,INHAMBUPE,PL,22,SIMONE SIMOES NERI PRINZ,"6,727",Eleito,52.281,(sem coligação)
Prefeito,BA,IPIAU,PFL,25,JOSE MOTA FERNANDES,"8,939",Eleito,51.853,(sem coligação)
Prefeito,BA,IPUPIARA,PPB,11,JOSE LUCIANO NOVAIS,"2,902",Eleito,66.256,(sem coligação)
Prefeito,BA,IRARA,PFL,25,ANTONIO CAMPOS DE CERQUEIRA,"5,761",Eleito,49.055,(sem coligação)
Prefeito,BA,ITABUNA,PTB,14,FERNANDO GOMES OLIVEIRA,"34,352",Eleito,43.608,(sem coligação)
Prefeito,BA,IBIRATAIA,PTB,14,JOSE ANTONIO DA COSTA,"5,114",Eleito,53.843,(sem coligação)
Prefeito,BA,ICHU,PFL,25,JOSE MARTINS CARNEIRO,"2,841",Eleito,72.272,(sem coligação)
Prefeito,BA,IBIPITANGA,PFL,25,JOSE XAVIER MENDES,"3,352",Eleito,51.144,(sem coligação)
Prefeito,BA,ITAGI,PTB,14,ADENILSON ROSA DOS SANTOS,"3,455",Eleito,60.689,(sem coligação)
Prefeito,BA,ITAGUACU DA BAHIA,PTB,14,NEY ALVES DE CARVALHO,"2,874",Eleito,55.991,(sem coligação)
Prefeito,BA,IRAJUBA,PFL,25,COSME ELIEZER SILVEIRA RIOS DA HORA,"2,000",Eleito,64.329,(sem coligação)
Prefeito,BA,ITABERABA,PSDB,45,JOSENILDO MIGUEL DE BRITO,"9,700",Eleito,41.747,(sem coligação)
Prefeito,BA,ITACARE,PL,22,ANTONIO HUDSON SANTANA VASCONCELOS,"2,629",Eleito,45.634,(sem coligação)
Prefeito,BA,IBIRAPUA,PSB,40,FRANCISTONIO ALVES PINTO JUNIOR,"2,259",Eleito,54.212,(sem coligação)
Prefeito,BA,IBOTIRAMA,PFL,25,ROBERVAL ALVES DE SOUZA,"5,715",Eleito,52.33,(sem coligação)
Prefeito,BA,IGUAI,PMDB,15,WANDERLEY FRAGA LIMA,"6,333",Eleito,52.841,(sem coligação)
Prefeito,BA,IBIQUERA,PTB,14,DONATO RAMOS OLIVEIRA,"1,424",Eleito,54.79,(sem coligação)
Prefeito,BA,IBIRAPITANGA,PL,22,RUIVERSON LEMOS BARCELOS,"4,292",Eleito,50.554,(sem coligação)
Prefeito,BA,ITAGIBA,PTB,14,GILSON MANOEL FONSECA,"4,213",Eleito,65.797,(sem coligação)
Prefeito,BA,ITAJU DO COLONIA,PTB,14,GERSON VARJAO DE ANDRADE,"2,669",Eleito,71.651,(sem coligação)
Prefeito,BA,IRECE,PSB,40,ADALBERTO LELIS FILHO,"12,538",Eleito,53.183,(sem coligação)
Prefeito,BA,IPECAETA,PSC,20,ELCIOR PIAGGIO DE OLIVEIRA,"5,026",Eleito,56.945,(sem coligação)
Prefeito,BA,IPIRA,PFL,25,LUIZ CARLOS SANTOS MARTINS,"13,569",Eleito,50.676,(sem coligação)
Prefeito,BA,IRAMAIA,PL,22,ANTONIO RODRIGUES CAIRES,"3,074",Eleito,50.057,(sem coligação)
Prefeito,BA,IBITIARA,PFL,25,JUAREZ MARCELINO DA SILVA,"4,224",Eleito,64.078,(sem coligação)
Prefeito,BA,IGAPORA,PMDB,15,JOSE CALMITO FAGUNDES LEDO,"4,213",Eleito,50.607,(sem coligação)
Prefeito,BA,IGRAPIUNA,PTB,14,JOSE EDMUNDO SEIXAS DOCIO,"2,849",Eleito,58.537,(sem coligação)
Prefeito,BA,ILHEUS,PSDB,45,JABES SOUSA RIBEIRO,"41,065",Eleito,64.646,(sem coligação)
Prefeito,BA,ITAGIMIRIM,PTB,14,GILDO GONCALVES DA COSTA,"1,454",Eleito,40.479,(sem coligação)
Prefeito,BA,ITAJUIPE,PDT,12,CARLOS ALBERTO GUIMARAES BATISTA,"6,691",Eleito,56.128,(sem coligação)
Prefeito,BA,IRAQUARA,PFL,25,PAULO MIRANDA LELES,"3,715",Eleito,51.9,(sem coligação)
Prefeito,BA,ITABELA,PFL,25,IVO MANZOLI,"4,805",Eleito,52.531,(sem coligação)
Prefeito,BA,NOVA FATIMA,PFL,25,CLAUDIO FERREIRA PEREIRA,"2,543",Eleito,55.379,(sem coligação)
Prefeito,BA,NOVA IBIA,PMDB,15,ASLAN VILAS BOAS BRITO,"2,667",Eleito,66.113,(sem coligação)
Prefeito,BA,JANDAIRA,PSC,20,JAIME PAULO DOS SANTOS,"1,197",Eleito,32.705,(sem coligação)
Prefeito,BA,JITAUNA,PTB,14,GILBERTO LOPES DOS SANTOS FILHO,"4,881",Eleito,67.698,(sem coligação)
Prefeito,BA,LAJEDO DO TABOCAL,PTB,14,REIVALDO MOREIRA FAGUNDES,"3,093",Eleito,86.98,(sem coligação)
Prefeito,BA,JUCURUCU,PL,22,PORFIRO ANTONIO RODRIGUES,"3,227",Eleito,56.21,(sem coligação)
Prefeito,BA,LAFAIETE COUTINHO,PFL,25,EUGENIO JOSE AZEVEDO SANTOS,"1,422",Eleito,52.667,(sem coligação)
Prefeito,BA,ITAPITANGA,PMDB,15,JOSE ALVES DE ARAUJO,"2,415",Eleito,53.536,(sem coligação)
Prefeito,BA,JACOBINA,PFL,25,LEOPOLDO MORAES PASSOS,"13,481",Eleito,41.39,(sem coligação)
Prefeito,BA,ITIRUCU,PSDB,45,WAGNER PEREIRA NOVAES,"3,602",Eleito,52.218,(sem coligação)
Prefeito,BA,ITUACU,PPB,11,LUPES JOSE DOS SANTOS,"4,445",Eleito,57.9,(sem coligação)
Prefeito,BA,IUIU,PTB,14,MANOEL FRANCISCO GUEDES,"2,772",Eleito,55.887,(sem coligação)
Prefeito,BA,JAGUARARI,PSDB,45,EDSON LUIZ DE ALMEIDA,"7,070",Eleito,53.346,(sem coligação)
Prefeito,BA,JEREMOABO,PFL,25,JOAO BATISTA MELO DE CARVALHO,"8,731",Eleito,55.53,(sem coligação)
Prefeito,BA,JUSSARA,PFL,25,VALTER MENDES LOPES,"4,080",Eleito,65.217,(sem coligação)
Prefeito,BA,LAGOA REAL,PTB,14,PEDRO CARDOSO CASTRO,"3,959",Eleito,94.262,(sem coligação)
Prefeito,BA,ITAMBE,PFL,25,CARLOS ROBERIO NUNES DE ANDRADE SANTOS,"5,513",Eleito,50.26,(sem coligação)
Prefeito,BA,ITANHEM,PFL,25,OSEAS MOREIRA LISBOA,"6,774",Eleito,58.196,(sem coligação)
Prefeito,BA,ITAPE,PFL,25,PEDRO JAKSON BRANDAO ALMEIDA,"2,582",Eleito,53.602,(sem coligação)
Prefeito,BA,ITAPETINGA,PL,22,JOSE OTAVIO CURVELO,"13,603",Eleito,50.866,(sem coligação)
Prefeito,BA,ITAQUARA,PMDB,15,ASTOR MOURA ARAUJO,"2,115",Eleito,50.574,(sem coligação)
Prefeito,BA,ITIUBA,PFL,25,ANTONIO MANOEL NETO,"5,183",Eleito,36.182,(sem coligação)
Prefeito,BA,ITUBERA,PL,22,ERICO LEITE,"5,938",Eleito,59.69,(sem coligação)
Prefeito,BA,JABORANDI,PSDB,45,JOSE DIAS DA SILVA,"2,446",Eleito,55.934,(sem coligação)
Prefeito,BA,JOAO DOURADO,PFL,25,JAILTON LUIZ DOURADO FRANCA,"4,522",Eleito,48.322,(sem coligação)
Prefeito,BA,JEQUIE,PFL,25,ROBERTO PEREIRA DE BRITO,"23,508",Eleito,45.072,(sem coligação)
Prefeito,BA,JUSSARI,PT,13,WALNIO RIBEIRO MUNIZ,"1,443",Eleito,41.477,(sem coligação)
Prefeito,BA,LAJE,PFL,25,RAIMUNDO JOSE DE ALMEIDA,"5,339",Eleito,55.092,(sem coligação)
Prefeito,BA,ITAPARICA,PSDB,45,VICENTE GONCALVES DA SILVA,"2,445",Eleito,37.761,(sem coligação)
Prefeito,BA,ITAPEBI,PTB,14,ALMIR JOSE STOLZE FILHO,"3,047",Eleito,49.714,(sem coligação)
Prefeito,BA,ITARANTIM,PSDB,45,RICARDO DE MELO SOUTO,"4,646",Eleito,51.354,(sem coligação)
Prefeito,BA,JACARACI,PMDB,15,EVANGELISTA ANTONIO ALVES DE SOUZA,"3,534",Eleito,53.392,(sem coligação)
Prefeito,BA,JUAZEIRO,PFL,25,RIVADAVIO ESPINOLA RAMOS,"35,357",Eleito,53.828,(sem coligação)
Prefeito,BA,JAGUARIPE,PL,22,DERALSITA ANTONIA TEIXEIRA DE PINHO,"3,283",Eleito,66.498,(sem coligação)
Prefeito,BA,JIQUIRICA,PFL,25,CARLOS ALBERTO DOS SANTOS ROCHA,"4,206",Eleito,66.039,(sem coligação)
Prefeito,BA,JAGUAQUARA,PFL,25,ITALO RABELO DO AMARAL,"9,447",Eleito,57.095,(sem coligação)
Prefeito,BA,JUSSIAPE,PL,22,ELPIDIO PAIVA LUZ,"2,452",Eleito,50.02,(sem coligação)
Prefeito,BA,LAJEDAO,PFL,25,DANILO RODRIGUES FRAGA,"2,463",Eleito,100,(sem coligação)
Prefeito,BA,LAJEDINHO,PFL,25,ANTONIO MARIO LIMA SILVA,"2,569",Eleito,100,(sem coligação)
Prefeito,BA,ITANAGRA,PTB,14,MARIA JOSE BAHIENSE DA COSTA,"1,283",Eleito,53.84,(sem coligação)
Prefeito,BA,ITAPICURU,PMDB,15,JOSE CALDAS DE ALMEIDA,"5,931",Eleito,58.857,(sem coligação)
Prefeito,BA,ITATIM,PPB,11,JOSE EDSON FIGUEIREDO ANDRADE,"3,233",Eleito,52.221,(sem coligação)
Prefeito,BA,ITORORO,PFL,25,EDINEU OLIVEIRA DOS SANTOS,"5,605",Eleito,51.257,(sem coligação)
Prefeito,BA,RIACHAO DO JACUIPE,PL,22,HERVAL LIMA CAMPOS,"9,449",Eleito,52.942,(sem coligação)
Prefeito,BA,MALHADA DE PEDRAS,PPB,11,RAMON DOS SANTOS,"2,068",Eleito,51.125,(sem coligação)
Prefeito,BA,MANOEL VITORINO,PL,22,CAITANO BERNARDINO DE SANTANA,"4,951",Eleito,88.033,(sem coligação)
Prefeito,BA,MARAGOGIPE,PFL,25,BARTOLOMEU DE ATAIDE TEIXEIRA,"7,756",Eleito,42.901,(sem coligação)
Prefeito,BA,MARCIONILIO SOUZA,PMDB,15,EDSON FERREIRA DE BRITO,"2,980",Eleito,56.654,(sem coligação)
Prefeito,BA,MIRANTE,PSL,17,ANANIAS RAMOS LIMA,"1,803",Eleito,56.503,(sem coligação)
Prefeito,BA,MONTE SANTO,PFL,25,JORGE JOSE ANDRADE,"9,539",Eleito,49.463,(sem coligação)
Prefeito,BA,LAMARAO,PRP,44,FLORENCIO MAMEDIO DA SILVA,"1,974",Eleito,52.682,(sem coligação)
Prefeito,BA,LAPAO,PTB,14,JOSE RICARDO RODRIGUES BARBOSA,"7,003",Eleito,56.186,(sem coligação)
Prefeito,BA,MAETINGA,PTB,14,ENIDIO VIEIRA DE AGUIAR,"2,028",Eleito,53.228,(sem coligação)
Prefeito,BA,MUQUEM DO SAO FRANCISCO,PMDB,15,GILSON GOMES DE SANTANA PEREIRA,"2,039",Eleito,57.877,(sem coligação)
Prefeito,BA,MURITIBA,PTB,14,HUMBERTO OLIVEIRA SILVA,"4,167",Eleito,39.127,(sem coligação)
Prefeito,BA,NAZARE,PRP,44,CLOVIS FIGUEIREDO SOUZA,"7,057",Eleito,52.676,(sem coligação)
Prefeito,BA,NILO PECANHA,PL,22,ANTONIO GALDINO DE OLIVEIRA FILHO,"2,985",Eleito,61.218,(sem coligação)
Prefeito,BA,MASCOTE,PSDB,45,CARLOS ALBERTO LIMA DE CARVALHO,"3,937",Eleito,60.944,(sem coligação)
Prefeito,BA,MAIQUINIQUE,PTB,14,JOSE FRANCISCO DE LACERDA,"2,126",Eleito,55.006,(sem coligação)
Prefeito,BA,MIGUEL CALMON,PL,22,JOSE RICARDO LEAL REQUIAO,"7,434",Eleito,65.469,(sem coligação)
Prefeito,BA,MORTUGABA,PFL,25,ANTENOR SOUZA,"3,356",Eleito,53.059,(sem coligação)
Prefeito,BA,MUCUGE,PPB,11,TACIO MEDRADO MATTOS,"2,897",Eleito,76.418,(sem coligação)
Prefeito,BA,LIVRAMENTO DE NOSSA SENHORA,PFL,25,EMERSON JOSE OSORIO PIMENTEL LEAL,"8,677",Eleito,50.598,(sem coligação)
Prefeito,BA,MACAUBAS,PFL,25,SEBASTIAO NUNES,"9,643",Eleito,54.192,(sem coligação)
Prefeito,BA,MULUNGU DO MORRO,PPB,11,AMAURI SALDANHA DE LUCENA,"2,058",Eleito,52.181,(sem coligação)
Prefeito,BA,NORDESTINA,PL,22,WILSON ARAUJO MATOS,"2,653",Eleito,66.11,(sem coligação)
Prefeito,BA,MANSIDAO,PL,22,ROSA AMELIA DE OLIVEIRA LIMA,"2,168",Eleito,41.327,(sem coligação)
Prefeito,BA,MAIRI,PFL,25,RAMON GONZALEZ MIRANDA,"4,795",Eleito,49.875,(sem coligação)
Prefeito,BA,MILAGRES,PTB,14,ADERIO MOURA MACHADO,"3,589",Eleito,64.713,(sem coligação)
Prefeito,BA,MORPARA,PFL,25,FELISBERTO ALMEIDA FILHO,"2,834",Eleito,62.135,(sem coligação)
Prefeito,BA,MORRO DO CHAPEU,PPB,11,ALIOMAR DA ROCHA SOARES,"6,024",Eleito,42.53,(sem coligação)
Prefeito,BA,MUCURI,PFL,25,MILTON JOSE FONSECA BORGES,"4,982",Eleito,46.969,(sem coligação)
Prefeito,BA,LAURO DE FREITAS,PMDB,15,ROBERTO DE OLIVEIRA MUNIZ,"14,911",Eleito,48.449,(sem coligação)
Prefeito,BA,MACAJUBA,PMDB,15,FERNAO DIAS DE RAMALHO SAMPAIO,"3,956",Eleito,81.5,(sem coligação)
Prefeito,BA,MACURURE,PTB,14,EUGENIO PACELLI ALMEIDA GONCALVES,"1,934",Eleito,50.351,(sem coligação)
Prefeito,BA,MADRE DE DEUS,PTB,14,CARMEN GANDARELA GUEDES,"3,017",Eleito,50.46,(sem coligação)
Prefeito,BA,MUNDO NOVO,PMDB,15,WILSON LINCOLN MURICY,"4,067",Eleito,54.635,(sem coligação)
Prefeito,BA,NOVA CANAA,PDT,12,VALMIR ROCHA ANDRADE,"3,601",Eleito,52.272,(sem coligação)
Prefeito,BA,MATINA,PTB,14,FRANCISCO JOSE CARDOSO DE CASTRO,"3,583",Eleito,71.417,(sem coligação)
Prefeito,BA,MEDEIROS NETO,PSB,40,ADALBERTO ALVES PINTO,"6,421",Eleito,51.812,(sem coligação)
Prefeito,BA,MARACAS,PSDB,45,FERNANDO OLIVEIRA DE CARVALHO,"6,612",Eleito,66.439,(sem coligação)
Prefeito,BA,MARAU,PSC,20,MANOEL NERY DAMASCENO,"2,274",Eleito,45.039,(sem coligação)
Prefeito,BA,MATA DE SAO JOAO,PTB,14,MARCIA CAVALCANTI CARNEIRO DIAS,"8,457",Eleito,53.296,(sem coligação)
Prefeito,BA,MALHADA,PFL,25,VALDEMAR LACERDA SILVA FILHO,"3,611",Eleito,57.887,(sem coligação)
Prefeito,BA,MIRANGABA,PTB,14,ARTHUR MIRANDA DE CARVALHO,"3,695",Eleito,59.945,(sem coligação)
Prefeito,BA,LENCOIS,PMDB,15,EMMANOEL CALMOM MACIEL,"1,756",Eleito,56.572,(sem coligação)
Prefeito,BA,LICINIO DE ALMEIDA,PTB,14,AUREO MENDES DA SILVA,"3,594",Eleito,56.2,(sem coligação)
Prefeito,BA,MACARANI,PMDB,15,ARMANDO DE SOUSA PORTO,"4,777",Eleito,60.05,(sem coligação)
Prefeito,BA,MUNIZ FERREIRA,PFL,25,DILSON CARLOS BARRETO SOUZA,"1,753",Eleito,54.953,(sem coligação)
Prefeito,BA,MUTUIPE,PFL,25,GILBERTO DOS SANTOS ROCHA,"6,660",Eleito,65.745,(sem coligação)
Prefeito,BA,POTIRAGUA,PTB,14,JOAO PEREIRA LISBOA,"2,561",Eleito,51.916,(sem coligação)
Prefeito,BA,NOVA VICOSA,PSB,40,MANOEL COSTA ALMEIDA,"6,386",Eleito,60.605,(sem coligação)
Prefeito,BA,OLINDINA,PTB,14,ANTONIO JOAO RIBEIRO DA CRUZ,"8,269",Eleito,100,(sem coligação)
Prefeito,BA,OUROLANDIA,PL,22,ELIUD FREIRE DE MELLO,"3,445",Eleito,50.789,(sem coligação)
Prefeito,BA,PALMAS DE MONTE ALTO,PTB,14,FERNANDO NOGUEIRA LARANJEIRA,"5,522",Eleito,54.738,(sem coligação)
Prefeito,BA,PAU BRASIL,PMDB,15,DURVAL JOSE DE SANTANA,"2,584",Eleito,40.738,(sem coligação)
Prefeito,BA,PE DE SERRA,PFL,25,SATURNINO VIEIRA DE SANTANA,"3,654",Eleito,52.2,(sem coligação)
Prefeito,BA,PILAO ARCADO,PFL,25,JOSE LAURO TEIXEIRA DA ROCHA,"7,235",Eleito,58.45,(sem coligação)
Prefeito,BA,PIRAI DO NORTE,PTB,14,EDIVALDO MANOEL DOS SANTOS,"1,860",Eleito,51.767,(sem coligação)
Prefeito,BA,PLANALTO,PTB,14,DINARTE ALVES MOITINHO,"5,127",Eleito,51.961,(sem coligação)
Prefeito,BA,PRADO,PL,22,ANTONIO BARRETO DA SILVA,"3,609",Eleito,40.904,(sem coligação)
Prefeito,BA,QUIJINGUE,PFL,25,JOAQUIM MANOEL DOS SANTOS,"6,348",Eleito,52.376,(sem coligação)
Prefeito,BA,PARATINGA,PFL,25,ELIEZER PEREIRA DOURADO FILHO,"6,276",Eleito,49.1,(sem coligação)
Prefeito,BA,NOVO HORIZONTE,PL,22,JAIRO DE ARAUJO QUEIROZ,"2,591",Eleito,58.527,(sem coligação)
Prefeito,BA,NOVO TRIUNFO,PFL,25,ARIVALDO DE ANDRADE NILO,"1,879",Eleito,54.15,(sem coligação)
Prefeito,BA,OURO BRANCO,PL,22,JOAO EVANGELISTA VEIGA PEREIRA,"5,160",Eleito,72.239,(sem coligação)
Prefeito,BA,NOVA ITARANA,PTB,14,THEONAS SILVA REBOUCAS,"2,094",Eleito,59.236,(sem coligação)
Prefeito,BA,PAULO AFONSO,PFL,25,PAULO BARBOSA DE DEUS,"24,357",Eleito,63.932,(sem coligação)
Prefeito,BA,PEDRAO,PFL,25,GABRIEL RIBEIRO NOGUEIRA,"1,838",Eleito,44.698,(sem coligação)
Prefeito,BA,PINDOBACU,PTB,14,HELIO PALMEIRA DE CARVALHO,"4,244",Eleito,51.361,(sem coligação)
Prefeito,BA,PIRIPA,PTB,14,LUCIANO RIBEIRO ROCHA,"2,984",Eleito,63.368,(sem coligação)
Prefeito,BA,POCOES,PTB,14,ANTONIO EDVALDO MACEDO MASCARENHAS,"10,442",Eleito,75.524,(sem coligação)
Prefeito,BA,PONTO NOVO,PTB,14,RENIVALDO JOSE PORCINO,"2,778",Eleito,56.11,(sem coligação)
Prefeito,BA,PRESIDENTE TANCREDO NEVES,PFL,25,AURELINO ROCHA DE MATOS,"4,128",Eleito,52.326,(sem coligação)
Prefeito,BA,QUIXABEIRA,PL,22,RAULINDO DE ARAUJO RIOS,"2,208",Eleito,51.541,(sem coligação)
Prefeito,BA,RETIROLANDIA,PFL,25,ADELIDIO MARTINS DOS SANTOS JUNIOR,"4,225",Eleito,56.492,(sem coligação)
Prefeito,BA,OLIVEIRA DOS BREJINHOS,PSDB,45,ANTONIO ALVES LOPES,"6,657",Eleito,64.581,(sem coligação)
Prefeito,BA,NOVA REDENCAO,PL,22,LUCIANO CEZAR GOMES AZEVEDO,"2,159",Eleito,50.896,(sem coligação)
Prefeito,BA,PEDRO ALEXANDRE,PPB,11,PETRONIO PEREIRA GOMES,"2,619",Eleito,58.135,(sem coligação)
Prefeito,BA,PINTADAS,PT,13,NEUZA CADORE,"2,664",Eleito,53.025,(sem coligação)
Prefeito,BA,PIRITIBA,PFL,25,ETEMILSON SAMPAIO ASSIS,"5,449",Eleito,92.45,(sem coligação)
