"SG_UF","SG_UE","str_to_title(NM_UE)","final_name"
"MG","45276","Fortuna De Minas","Fortuna De Minas (MG)"
"MG","45330","Francisco Sá","Francisco Sá (MG)"
"MG","45578","Grupiara","Grupiara (MG)"
"MG","46175","Inhapim","Inhapim (MG)"
"MG","46698","Itapecerica","Itapecerica (MG)"
"MG","47031","Januária","Januária (MG)"
"MG","47716","Lima Duarte","Lima Duarte (MG)"
"MG","48470","Moema","Moema (MG)"
"MG","48895","Nazareno","Nazareno (MG)"
"MG","48992","Nova Ponte","Nova Ponte (MG)"
"MG","49336","Palma","Palma (MG)"
"MG","49476","Paraopeba","Paraopeba (MG)"
"MG","49832","Pedrinópolis","Pedrinópolis (MG)"
"MG","50512","Pouso Alto","Pouso Alto (MG)"
"MG","50890","Riacho Dos Machados","Riacho Dos Machados (MG)"
"MG","51071","Rio Novo","Rio Novo (MG)"
"MG","51152","Rio Pomba","Rio Pomba (MG)"
"MG","51535","Santa Juliana","Santa Juliana (MG)"
"MG","52078","Santo Antônio Do Monte","Santo Antônio Do Monte (MG)"
"MG","52213","São Francisco","São Francisco (MG)"
"MG","53554","Soledade De Minas","Soledade De Minas (MG)"
"MG","54070","Unaí","Unaí (MG)"
"MG","54356","Virgínia","Virgínia (MG)"
"MG","43532","Conceição Do Rio Verde","Conceição Do Rio Verde (MG)"
"MS","90875","Inocência","Inocência (MS)"
"MS","98175","Taquarussu","Taquarussu (MS)"
"MT","89800","Curvelândia","Curvelândia (MT)"
"MT","89818","Nova Brasilândia","Nova Brasilândia (MT)"
"MT","89960","Rondolândia","Rondolândia (MT)"
"MT","90093","Alto Paraguai","Alto Paraguai (MT)"
"MT","90140","Nova Guarita","Nova Guarita (MT)"
"MT","90166","Nova Marilândia","Nova Marilândia (MT)"
"MT","90247","São José Do Xingu","São José Do Xingu (MT)"
"MT","90948","Novo Santo Antônio","Novo Santo Antônio (MT)"
"MT","90980","Santa Cruz Do Xingu","Santa Cruz Do Xingu (MT)"
"MT","91090","Vila Bela Da Santíssima Trindade","Vila Bela Da Santíssima Trindade (MT)"
"MT","91332","Ponte Branca","Ponte Branca (MT)"
"MT","98795","Novo Horizonte Do Norte","Novo Horizonte Do Norte (MT)"
"MT","98990","Vila Rica","Vila Rica (MT)"
"MT","99074","Indiavaí","Indiavaí (MT)"
"PA","04049","Bom Jesus Do Tocantins","Bom Jesus Do Tocantins (PA)"
"PA","04170","Augusto Corrêa","Augusto Corrêa (PA)"
"PA","04200","Jacareacanga","Jacareacanga (PA)"
"PA","04227","Brasil Novo","Brasil Novo (PA)"
"PA","04235","Baião","Baião (PA)"
"PA","04448","Breu Branco","Breu Branco (PA)"
"PA","04626","Placas","Placas (PA)"
"PA","04685","Quatipuru","Quatipuru (PA)"
"PA","04782","Piçarra","Piçarra (PA)"
"PA","04820","São João Da Ponta","São João Da Ponta (PA)"
"PA","04898","Melgaço","Melgaço (PA)"
"PA","05096","Paragominas","Paragominas (PA)"
"PA","05215","Primavera","Primavera (PA)"
"PA","05410","São Caetano De Odivelas","São Caetano De Odivelas (PA)"
"PA","05630","Vigia","Vigia (PA)"
"PA","05657","Viseu","Viseu (PA)"
"PA","05819","Concórdia Do Pará","Concórdia Do Pará (PA)"
"PA","05916","Pacajá","Pacajá (PA)"
"PA","05932","Brejo Grande Do Araguaia","Brejo Grande Do Araguaia (PA)"
"PA","04936","Moju","Moju (PA)"
"PB","19470","Bom Sucesso","Bom Sucesso (PB)"
"PB","19941","Boa Vista","Boa Vista (PB)"
"PB","19992","Cruz Do Espírito Santo","Cruz Do Espírito Santo (PB)"
"PB","20001","Santa Cecília","Santa Cecília (PB)"
"PB","20010","Cubati","Cubati (PB)"
"PB","20354","Imaculada","Imaculada (PB)"
"PB","20435","Itapororoca","Itapororoca (PB)"
"PB","20672","Lagoa Seca","Lagoa Seca (PB)"
"PB","20710","Livramento","Livramento (PB)"
"PB","21415","Pocinhos","Pocinhos (PB)"
"PB","21474","Princesa Isabel","Princesa Isabel (PB)"
"PB","21695","Santa Luzia","Santa Luzia (PB)"
"PB","22110","Serra Branca","Serra Branca (PB)"
"PB","22330","Tavares","Tavares (PB)"
"PE","23078","Água Preta","Água Preta (PE)"
"PE","23094","Águas Belas","Águas Belas (PE)"
"PE","23175","Amaraji","Amaraji (PE)"
"PE","23272","Barreiros","Barreiros (PE)"
"PE","23329","Santa Filomena","Santa Filomena (PE)"
"PE","23418","Bom Conselho","Bom Conselho (PE)"
"PE","23477","Brejão","Brejão (PE)"
"PE","23639","Caetés","Caetés (PE)"
"PE","23655","Calçado","Calçado (PE)"
"PE","24074","Feira Nova","Feira Nova (PE)"
"PE","24112","Flores","Flores (PE)"
"PE","24139","Floresta","Floresta (PE)"
"PE","24236","Goiana","Goiana (PE)"
"PE","24333","Ibirajuba","Ibirajuba (PE)"
"PE","24651","Jupi","Jupi (PE)"
"PE","24694","Lagoa De Itaenga","Lagoa De Itaenga (PE)"
"PE","25119","Paudalho","Paudalho (PE)"
"PE","25291","Quipapá","Quipapá (PE)"
"PE","25356","Ribeirão","Ribeirão (PE)"
"PE","25410","Salgadinho","Salgadinho (PE)"
"PE","25658","São Joaquim Do Monte","São Joaquim Do Monte (PE)"
"PE","26018","Terezinha","Terezinha (PE)"
"PE","26115","Trindade","Trindade (PE)"
"PE","26131","Triunfo","Triunfo (PE)"
"PE","26239","Vertentes","Vertentes (PE)"
"PE","23337","Belo Jardim","Belo Jardim (PE)"
"PI","10006","Brasileira","Brasileira (PI)"
"PI","10022","Alegrete Do Piauí","Alegrete Do Piauí (PI)"
"PI","10227","Colônia Do Piauí","Colônia Do Piauí (PI)"
"PI","10243","Coronel José Dias","Coronel José Dias (PI)"
"PI","10448","Santa Cruz Dos Milagres","Santa Cruz Dos Milagres (PI)"
"PI","10561","São Lourenço Do Piauí","São Lourenço Do Piauí (PI)"
"PI","10715","Eliseu Martins","Eliseu Martins (PI)"
"PI","10766","Currais","Currais (PI)"
"PI","10910","Hugo Napoleão","Hugo Napoleão (PI)"
"PI","10936","Inhuma","Inhuma (PI)"
"PI","10944","Paquetá","Paquetá (PI)"
"PI","10979","Isaías Coelho","Isaías Coelho (PI)"
"PI","10995","Itainópolis","Itainópolis (PI)"
"PI","11371","Novo Oriente Do Piauí","Novo Oriente Do Piauí (PI)"
"PI","11436","Padre Marcos","Padre Marcos (PI)"
"PI","11738","Redenção Do Gurguéia","Redenção Do Gurguéia (PI)"
"PI","11878","Santo Antônio De Lisboa","Santo Antônio De Lisboa (PI)"
"PI","12050","São Julião","São Julião (PI)"
"PI","12181","Curral Novo Do Piauí","Curral Novo Do Piauí (PI)"
"PI","12270","Várzea Grande","Várzea Grande (PI)"
"PI","12297","Dirceu Arcoverde","Dirceu Arcoverde (PI)"
"PI","12378","Francisco Macedo","Francisco Macedo (PI)"
"PI","12394","Jatobá Do Piauí","Jatobá Do Piauí (PI)"
"PI","12521","Tanque Do Piauí","Tanque Do Piauí (PI)"
"PI","12556","Vera Mendes","Vera Mendes (PI)"
"PI","12696","Cocal Dos Alves","Cocal Dos Alves (PI)"
"PR","74136","Alvorada Do Sul","Alvorada Do Sul (PR)"
"PR","74195","Andirá","Andirá (PR)"
"PR","74330","Marilândia Do Sul","Marilândia Do Sul (PR)"
"PR","74403","Iracema Do Oeste","Iracema Do Oeste (PR)"
"PR","74500","Maripá","Maripá (PR)"
"PR","74535","Bela Vista Do Paraíso","Bela Vista Do Paraíso (PR)"
"PR","74578","Boa Esperança","Boa Esperança (PR)"
"PR","74594","Bocaiúva Do Sul","Bocaiúva Do Sul (PR)"
"PR","74624","Pato Bragado","Pato Bragado (PR)"
"PR","74683","Quatro Pontes","Quatro Pontes (PR)"
"PR","74721","Rancho Alegre D Oeste","Rancho Alegre D Oeste (PR)"
"PR","74730","Cambira","Cambira (PR)"
"PR","74764","Santa Lúcia","Santa Lúcia (PR)"
"PR","74845","São Manoel Do Paraná","São Manoel Do Paraná (PR)"
"PR","74942","Doutor Ulysses","Doutor Ulysses (PR)"
"PR","75000","Itaipulândia","Itaipulândia (PR)"
"PR","75043","Pinhais","Pinhais (PR)"
"PR","75094","Clevelândia","Clevelândia (PR)"
"PR","75132","Colombo","Colombo (PR)"
"PR","75175","Congonhinhas","Congonhinhas (PR)"
"PR","75205","Campo Magro","Campo Magro (PR)"
"PR","75361","Foz Do Jordão","Foz Do Jordão (PR)"
"PR","75477","Engenheiro Beltrão","Engenheiro Beltrão (PR)"
"PR","75485","Marquinho","Marquinho (PR)"
"PR","75515","Fênix","Fênix (PR)"
"PR","75698","Goioerê","Goioerê (PR)"
"PR","75779","Guaporema","Guaporema (PR)"
"PR","75795","Guaraci","Guaraci (PR)"
"PR","75930","Icaraíma","Icaraíma (PR)"
"PR","76392","Japira","Japira (PR)"
"PR","76619","Leópolis","Leópolis (PR)"
"PR","76732","Mamborê","Mamborê (PR)"
"PR","76791","Mandirituba","Mandirituba (PR)"
"PR","76830","Marechal Cândido Rondon","Marechal Cândido Rondon (PR)"
"PR","77097","Morretes","Morretes (PR)"
"PR","77119","Munhoz De Melo","Munhoz De Melo (PR)"
"PR","77399","Palotina","Palotina (PR)"
"PR","77577","Peabiru","Peabiru (PR)"
"PR","77739","Planaltina Do Paraná","Planaltina Do Paraná (PR)"
"PR","77879","Presidente Castelo Branco","Presidente Castelo Branco (PR)"
"PR","77950","Quatro Barras","Quatro Barras (PR)"
"PR","78050","Realeza","Realeza (PR)"
"PR","78174","Rio Azul","Rio Azul (PR)"
"PR","78255","Rolândia","Rolândia (PR)"
"PR","78271","Roncador","Roncador (PR)"
"PR","78638","Santo Antônio Do Paraíso","Santo Antônio Do Paraíso (PR)"
"PR","79090","Tamboara","Tamboara (PR)"
"PR","79618","Indianópolis","Indianópolis (PR)"
"PR","79693","Pérola","Pérola (PR)"
"PR","79936","Tupãssi","Tupãssi (PR)"
"PR","84530","Turvo","Turvo (PR)"
"PR","84590","Lunardelli","Lunardelli (PR)"
"PR","84719","São José Das Palmeiras","São José Das Palmeiras (PR)"
"PR","74586","Nova Laranjeiras","Nova Laranjeiras (PR)"
"PR","77232","Nova Fátima","Nova Fátima (PR)"
"RJ","58050","Barra Do Piraí","Barra Do Piraí (RJ)"
"RJ","58122","Queimados","Queimados (RJ)"
"RJ","58181","Aperibé","Aperibé (RJ)"
"RJ","58238","Carmo","Carmo (RJ)"
"RJ","58432","Itaperuna","Itaperuna (RJ)"
"RJ","58599","Miracema","Miracema (RJ)"
"RJ","59137","Sumidouro","Sumidouro (RJ)"
"RJ","59293","Italva","Italva (RJ)"
"RN","16080","Itajá","Itajá (RN)"
"RN","16233","Arês","Arês (RN)"
"RN","16330","Bom Jesus","Bom Jesus (RN)"
"RN","16373","Caiçara Do Rio Do Vento","Caiçara Do Rio Do Vento (RN)"
"RN","16594","Cruzeta","Cruzeta (RN)"
"RN","16632","Doutor Severiano","Doutor Severiano (RN)"
"RN","16799","Galinhos","Galinhos (RN)"
"RN","16810","Goianinha","Goianinha (RN)"
"RN","17558","Monte Alegre","Monte Alegre (RN)"
"RN","17990","Pilões","Pilões (RN)"
"RN","18015","Poço Branco","Poço Branco (RN)"
"RN","18210","São Francisco Do Oeste","São Francisco Do Oeste (RN)"
"RN","18279","Santana Do Matos","Santana Do Matos (RN)"
"RN","18350","São Fernando","São Fernando (RN)"
"RN","18376","São Gonçalo Do Amarante","São Gonçalo Do Amarante (RN)"
"RN","18430","São José Do Campestre","São José Do Campestre (RN)"
"RN","18856","Touros","Touros (RN)"
"RN","18899","Upanema","Upanema (RN)"
"RN","18937","Rafael Godeiro","Rafael Godeiro (RN)"
"RO","00230","Colorado Do Oeste","Colorado Do Oeste (RO)"
"RO","00370","Nova Brasilândia Do Oeste","Nova Brasilândia Do Oeste (RO)"
"RO","00450","Cabixi","Cabixi (RO)"
"RO","00590","Theobroma","Theobroma (RO)"
"RO","00663","Monte Negro","Monte Negro (RO)"
"RO","00710","São Felipe Do Oeste","São Felipe Do Oeste (RO)"
"RR","03000","Caroebe","Caroebe (RR)"
"RR","03042","Amajari","Amajari (RR)"
"RR","03069","Cantá","Cantá (RR)"
"RR","03077","Bonfim","Bonfim (RR)"
"RR","03085","Rorainópolis","Rorainópolis (RR)"
"RR","03123","Pacaraima","Pacaraima (RR)"
"RR","03131","São João Da Baliza","São João Da Baliza (RR)"
"RS","84859","São João Da Urtiga","São João Da Urtiga (RS)"
"RS","87149","Morro Reuter","Morro Reuter (RS)"
"RS","87556","Não-Me-Toque","Não-Me-Toque (RS)"
"RS","87629","Santa Tereza","Santa Tereza (RS)"
"RS","88374","Santa Bárbara Do Sul","Santa Bárbara Do Sul (RS)"
"RS","88501","Turuçu","Turuçu (RS)"
"RS","88510","Santiago","Santiago (RS)"
"RS","88811","São Luiz Gonzaga","São Luiz Gonzaga (RS)"
"RS","88935","São Sebastião Do Caí","São Sebastião Do Caí (RS)"
"RS","89141","Capão Do Cipó","Capão Do Cipó (RS)"
"RS","89273","Taquara","Taquara (RS)"
"SC","80233","Antônio Carlos","Antônio Carlos (SC)"
"SC","80250","Araquari","Araquari (SC)"
"SC","80403","Passo De Torres","Passo De Torres (SC)"
"SC","80560","Riqueza","Riqueza (SC)"
"SC","80683","Balneário Barra Do Sul","Balneário Barra Do Sul (SC)"
"SC","81167","Ermo","Ermo (SC)"
"SC","81493","Ipira","Ipira (SC)"
"SC","81604","Flor Do Sertão","Flor Do Sertão (SC)"
"SC","81701","Chapadão Do Lageado","Chapadão Do Lageado (SC)"
"SC","82112","Meleiro","Meleiro (SC)"
"SC","82295","Orleans","Orleans (SC)"
"SC","82511","Balneário Piçarras","Balneário Piçarras (SC)"
"SC","83232","São João Do Sul","São João Do Sul (SC)"
"SC","83593","Três Barras","Três Barras (SC)"
"SC","83810","Witmarsum","Witmarsum (SC)"
"SE","31119","Barra Dos Coqueiros","Barra Dos Coqueiros (SE)"
"SE","31313","Cedro De São João","Cedro De São João (SE)"
"SE","31399","Divina Pastora","Divina Pastora (SE)"
"SE","31496","Gararu","Gararu (SE)"
"SE","31631","Itaporanga D Ajuda","Itaporanga D Ajuda (SE)"
"SE","31810","Moita Bonita","Moita Bonita (SE)"
"SE","31933","Nossa Senhora De Lourdes","Nossa Senhora De Lourdes (SE)"
"SE","32077","Poço Redondo","Poço Redondo (SE)"
"SE","32336","São Cristóvão","São Cristóvão (SE)"
"SE","32395","São Miguel Do Aleixo","São Miguel Do Aleixo (SE)"
"SP","61034","Adolfo","Adolfo (SP)"
"SP","61069","Motuca","Motuca (SP)"
"SP","61093","Águas De Lindóia","Águas De Lindóia (SP)"
"SP","61107","Guatapará","Guatapará (SP)"
"SP","61131","Agudos","Agudos (SP)"
"SP","61174","Altair","Altair (SP)"
"SP","61190","Altinópolis","Altinópolis (SP)"
"SP","61239","Álvares Florence","Álvares Florence (SP)"
"SP","61336","Américo Brasiliense","Américo Brasiliense (SP)"
"SP","61352","Américo De Campos","Américo De Campos (SP)"
"SP","61468","Ubarana","Ubarana (SP)"
"SP","61484","Cajati","Cajati (SP)"
"SP","61492","Aparecida","Aparecida (SP)"
"SP","61611","Arandu","Arandu (SP)"
"SP","61735","Ariranha","Ariranha (SP)"
"SP","61760","Elisiário","Elisiário (SP)"
"SP","61867","Marapoama","Marapoama (SP)"
"SP","61905","São Lourenço Da Serra","São Lourenço Da Serra (SP)"
"SP","61964","Mesópolis","Mesópolis (SP)"
"SP","62006","Ilha Comprida","Ilha Comprida (SP)"
"SP","62111","Barrinha","Barrinha (SP)"
"SP","62227","Vitória Brasil","Vitória Brasil (SP)"
"SP","62243","Ipiguá","Ipiguá (SP)"
"SP","62260","Taquaral","Taquaral (SP)"
"SP","62308","Gavião Peixoto","Gavião Peixoto (SP)"
"SP","62332","Boa Esperança Do Sul","Boa Esperança Do Sul (SP)"
"SP","62375","Bofete","Bofete (SP)"
"SP","62391","Boituva","Boituva (SP)"
"SP","62413","Bom Jesus Dos Perdões","Bom Jesus Dos Perdões (SP)"
"SP","62448","Trabiju","Trabiju (SP)"
"SP","62472","Borborema","Borborema (SP)"
"SP","62570","Brodowski","Brodowski (SP)"
"SP","62979","Campos Novos Paulista","Campos Novos Paulista (SP)"
"SP","63037","Cândido Rodrigues","Cândido Rodrigues (SP)"
"SP","63118","Caraguatatuba","Caraguatatuba (SP)"
"SP","63150","Cardoso","Cardoso (SP)"
"SP","63312","Cerquilho","Cerquilho (SP)"
"SP","63410","Colina","Colina (SP)"
"SP","63495","Cordeirópolis","Cordeirópolis (SP)"
"SP","63592","Cosmorama","Cosmorama (SP)"
"SP","63614","Cotia","Cotia (SP)"
"SP","63819","Dobrada","Dobrada (SP)"
"SP","63835","Dois Córregos","Dois Córregos (SP)"
"SP","63851","Dolcinópolis","Dolcinópolis (SP)"
"SP","63878","Dourado","Dourado (SP)"
"SP","63959","Echaporã","Echaporã (SP)"
"SP","63991","Elias Fausto","Elias Fausto (SP)"
"SP","64017","Embu Das Artes","Embu Das Artes (SP)"
"SP","64190","Floreal","Floreal (SP)"
"SP","64238","Florínea","Florínea (SP)"
"SP","64270","Francisco Morato","Francisco Morato (SP)"
"SP","64378","Gastão Vidigal","Gastão Vidigal (SP)"
"SP","64734","Guariba","Guariba (SP)"
"SP","64793","Guzolândia","Guzolândia (SP)"
"SP","64815","Herculândia","Herculândia (SP)"
"SP","64939","Ibitinga","Ibitinga (SP)"
"SP","64971","Icém","Icém (SP)"
"SP","65196","Ipaussu","Ipaussu (SP)"
"SP","65331","Irapuru","Irapuru (SP)"
"SP","65358","Itaberá","Itaberá (SP)"
"SP","65676","Itariri","Itariri (SP)"
"SP","65757","Itirapuã","Itirapuã (SP)"
"SP","65854","Jaborandi","Jaborandi (SP)"
"SP","65935","Jacupiranga","Jacupiranga (SP)"
"SP","66079","Jaú","Jaú (SP)"
"SP","66095","Jeriquara","Jeriquara (SP)"
"SP","66230","Juquiá","Juquiá (SP)"
"SP","66290","Laranjal Paulista","Laranjal Paulista (SP)"
"SP","66532","Luís Antônio","Luís Antônio (SP)"
"SP","66559","Luiziânia","Luiziânia (SP)"
"SP","66591","Lutécia","Lutécia (SP)"
"SP","66630","Macaubal","Macaubal (SP)"
"SP","66672","Magda","Magda (SP)"
"SP","66710","Mairiporã","Mairiporã (SP)"
"SP","66850","Martinópolis","Martinópolis (SP)"
"SP","66990","Miracatu","Miracatu (SP)"
"SP","67075","Mirassol","Mirassol (SP)"
"SP","67091","Mirassolândia","Mirassolândia (SP)"
"SP","67156","Mogi Guaçu","Mogi Guaçu (SP)"
"SP","67431","Murutinga Do Sul","Murutinga Do Sul (SP)"
"SP","67539","Nhandeara","Nhandeara (SP)"
"SP","67857","Orindiúva","Orindiúva (SP)"
"SP","67911","Oscar Bressane","Oscar Bressane (SP)"
"SP","68110","Paraguaçu Paulista","Paraguaçu Paulista (SP)"
"SP","68152","Paraíso","Paraíso (SP)"
"SP","68330","Paulo De Faria","Paulo De Faria (SP)"
"SP","68454","Pedro De Toledo","Pedro De Toledo (SP)"
"SP","68578","Piedade","Piedade (SP)"
"SP","68632","Pindorama","Pindorama (SP)"
"SP","68772","Piraju","Piraju (SP)"
"SP","68918","Pitangueiras","Pitangueiras (SP)"
"SP","68993","Poloni","Poloni (SP)"
"SP","69051","Pontal","Pontal (SP)"
"SP","69078","Pontes Gestal","Pontes Gestal (SP)"
"SP","69191","Pradópolis","Pradópolis (SP)"
"SP","69418","Quintana","Quintana (SP)"
"SP","69590","Ribeirão Bonito","Ribeirão Bonito (SP)"
"SP","69639","Ribeirão Corrente","Ribeirão Corrente (SP)"
"SP","69752","Rincão","Rincão (SP)"
"SP","69850","Riolândia","Riolândia (SP)"
"SP","69973","Sales","Sales (SP)"
"SP","70017","Salesópolis","Salesópolis (SP)"
"SP","70130","Santa Adélia","Santa Adélia (SP)"
"SP","70254","Santa Cruz Da Conceição","Santa Cruz Da Conceição (SP)"
"SP","70319","Santa Ernestina","Santa Ernestina (SP)"
"SP","70394","Santa Lúcia","Santa Lúcia (SP)"
"SP","70815","São Francisco","São Francisco (SP)"
"SP","70912","São José Da Bela Vista","São José Da Bela Vista (SP)"
"SP","71277","Sebastianópolis Do Sul","Sebastianópolis Do Sul (SP)"
"SP","71374","Sete Barras","Sete Barras (SP)"
"SP","71633","Taiaçu","Taiaçu (SP)"
"SP","71650","Taiúva","Taiúva (SP)"
"SP","71897","Terra Roxa","Terra Roxa (SP)"
"SP","72052","Turiúba","Turiúba (SP)"
"SP","72117","Ubirajara","Ubirajara (SP)"
"SP","72214","Urupês","Urupês (SP)"
"SP","72273","Valparaíso","Valparaíso (SP)"
"SP","72419","Vista Alegre Do Alto","Vista Alegre Do Alto (SP)"
"SP","72451","Votuporanga","Votuporanga (SP)"
